frame,zoom_level,uncertainty,area,conf,lost,latency,command
153,2,0.047780,0.04431403,0.908781,0,0.015567,keep
154,2,0.057315,0.04242434,0.896968,0,0.015328,keep
155,2,0.071269,0.04307155,0.851241,0,0.015454,keep
156,2,0.138578,0.03999366,0.668448,0,0.015513,keep
157,2,0.095143,0.05036543,0.893523,0,0.014861,zoom_out_to_1
158,1,0.172973,0.05308953,0.497112,0,0.013696,keep
159,1,0.145713,0.05168419,0.620321,0,0.013855,keep
160,1,0.084436,0.04710885,0.840368,0,0.014180,keep
161,1,0.058596,0.04451276,0.864713,0,0.013841,keep
162,1,0.075902,0.04674703,0.849764,0,0.014054,keep
163,1,0.070224,0.04754687,0.856443,0,0.014337,keep
164,1,0.052808,0.04810603,0.863446,0,0.013934,keep
165,1,0.057135,0.04899612,0.860937,0,0.014040,keep
166,1,0.062108,0.04706731,0.870913,0,0.013966,keep
167,1,0.096721,0.04559694,0.812446,0,0.014052,keep
168,1,0.144558,0.04933272,0.726613,0,0.014529,keep
169,1,0.238935,0.05322760,0.382083,0,0.014052,keep
170,1,0.158041,0.05135717,0.626066,0,0.013903,keep
171,1,0.094744,0.04633789,0.868061,0,0.013995,keep
172,1,0.075581,0.04003670,0.906402,0,0.014164,keep
173,1,0.073209,0.03420480,0.897145,0,0.014193,keep
174,1,0.077948,0.03335633,0.911308,0,0.014191,zoom_in_to_2
175,2,0.071597,0.03480068,0.919065,0,0.015306,keep
176,2,0.055435,0.03549762,0.922082,0,0.015492,keep
177,2,0.052460,0.03498127,0.921955,0,0.014680,keep
178,2,0.055381,0.03265990,0.930973,0,0.014500,keep
179,2,0.070484,0.02953599,0.911532,0,0.014593,keep
180,2,0.075741,0.02814759,0.887195,0,0.014603,keep
181,2,0.097500,0.03248236,0.891077,0,0.014635,keep
182,2,0.072915,0.03385189,0.890366,0,0.014551,keep
183,2,0.062302,0.03306101,0.892884,0,0.015297,keep
184,2,0.061172,0.03083560,0.900489,0,0.015139,keep
185,2,0.056785,0.03008826,0.934664,0,0.015226,keep
186,2,0.055867,0.03246546,0.935997,0,0.015013,keep
187,2,0.048503,0.03481455,0.921789,0,0.015076,keep
188,2,0.041171,0.03664681,0.918099,0,0.015094,keep
189,2,0.044825,0.03650216,0.913246,0,0.015167,keep
190,2,0.044660,0.03581749,0.925253,0,0.015668,keep
191,2,0.060508,0.03268868,0.925026,0,0.015261,keep
192,2,0.037873,0.03084324,0.928475,0,0.015100,keep
193,2,0.065164,0.03559674,0.911740,0,0.015331,keep
194,2,0.048412,0.03901464,0.917051,0,0.015390,keep
195,2,0.051351,0.03893998,0.897005,0,0.015413,keep
196,2,0.053329,0.03667531,0.897313,0,0.015030,keep
197,2,0.040353,0.03509466,0.925505,0,0.015204,keep
198,2,0.042267,0.03752750,0.928565,0,0.014810,keep
199,2,0.043219,0.04073454,0.922096,0,0.014776,keep
200,2,0.040990,0.04352374,0.918503,0,0.014976,keep
201,2,0.036292,0.04504738,0.925554,0,0.014911,keep
202,2,0.053935,0.04588192,0.916121,0,0.015204,keep
203,2,0.057673,0.04387141,0.910898,0,0.016080,keep
204,2,0.056965,0.03893567,0.921984,0,0.015420,keep
205,2,0.057686,0.04276720,0.906665,0,0.015980,keep
206,2,0.060277,0.04912177,0.905596,0,0.015311,zoom_out_to_1
207,1,0.067324,0.05011124,0.871723,0,0.014579,keep
208,1,0.076894,0.05022713,0.875985,0,0.015113,keep
209,1,0.071823,0.04481039,0.872490,0,0.015080,keep
210,1,0.089366,0.04620764,0.872713,0,0.015371,keep
211,1,0.108299,0.05212111,0.871013,0,0.016514,keep
212,1,0.114947,0.05761888,0.879523,0,0.014995,keep
213,1,0.129525,0.05659823,0.871133,0,0.015298,keep
214,1,0.134773,0.05437358,0.859140,0,0.014664,keep
215,1,0.103799,0.04961028,0.890256,0,0.014241,keep
216,1,0.061983,0.04485556,0.893382,0,0.014506,keep
217,1,0.075085,0.04659514,0.848904,0,0.014642,keep
218,1,0.092608,0.05769373,0.886081,0,0.014467,keep
219,1,0.061746,0.06061757,0.880236,0,0.014569,keep
220,1,0.076359,0.05986423,0.834938,0,0.014458,keep
221,1,0.076778,0.05172291,0.869042,0,0.014671,keep
222,1,0.051759,0.05159098,0.877834,0,0.014531,keep
223,1,0.068943,0.05665766,0.892218,0,0.014659,keep
224,1,0.059568,0.06176397,0.895958,0,0.014620,keep
225,1,0.061415,0.06385632,0.884152,0,0.014773,keep
226,1,0.061166,0.06465623,0.900781,0,0.014852,keep
227,1,0.058909,0.06106320,0.892474,0,0.014655,keep
228,1,0.055821,0.05772428,0.892166,0,0.014769,keep
229,1,0.070327,0.06458545,0.869416,0,0.014827,keep
230,1,0.067785,0.07937426,0.903601,0,0.014663,keep
231,1,0.056690,0.08422564,0.885820,0,0.014895,keep
232,1,0.062566,0.08430840,0.882232,0,0.015208,keep
233,1,0.069435,0.07379454,0.891257,0,0.014870,keep
234,1,0.041841,0.07152288,0.895818,0,0.014472,keep
235,1,0.058942,0.08059384,0.909465,0,0.014278,keep
